filename,LLM-decision,Reason
Tp_D_NNN_M_N_cha00007_cha00006_11161.jpg,Spliced,"Explanation: The bowl in the woman's left hand (top left of the image) appears to be unnaturally large and does not match the lighting and perspective of the rest of the image, indicating that it has been digitally inserted or manipulated. The edges and shadows also do not blend seamlessly with the rest of the photo."
Tp_D_NNN_M_N_cha00067_cha00040_11670.jpg,Authentic,"There are no obvious signs of manipulation or splicing in this image. The lighting, shadows, and proportions of the people appear consistent and natural."
Tp_D_NNN_M_N_cha10123_cha10127_12191.jpg,Authentic,"There are no obvious signs of manipulation or splicing in this image. The lighting, shadows, and perspective all appear consistent and natural. The scene looks like a genuine photograph of a person sitting on a brick structure, looking out over a field."
Tp_D_NNN_M_N_cha10166_nat10142_12271.jpg,Authentic,"There are no obvious signs of manipulation in this image. The lighting, shadows, and perspective appear consistent throughout the scene. The people and the background blend naturally, suggesting the image is authentic."
Tp_D_NNN_M_N_cha10166_nat10156_12272.jpg,Spliced,"The image shows clear signs of manipulation, particularly in the way the people in the foreground are lit and focused compared to the background (the building and sky). The edges around the people and the building appear unnaturally sharp, and the lighting does not match between the foreground and background, suggesting that elements from different images have been combined."
Tp_D_NNN_M_N_cha10168_cha10140_12301.jpg,Authentic
Tp_D_NNN_M_N_cha10180_cha00070_12294.jpg,Spliced,"The lighting, sharpness, and color tone of the woman in the foreground do not match the background scene, indicating that she was likely added to the image. The edges around her also appear unnaturally sharp compared to the rest of the image, further suggesting manipulation."
Tp_D_NNN_M_N_nat00009_cha00062_11395.jpg,Spliced,"The lighting and sharpness of the person's face and body do not match the background, suggesting that the image has been manipulated. The person appears to have been inserted into the scene, making the image spliced."
Tp_D_NNN_M_N_nat00033_cha00062_11380.jpg,Spliced,"The lighting, focus, and overall integration of the person in Roman armor do not match the background, indicating that the image has been manipulated. The person appears to be placed onto the background rather than being naturally part of the scene."
Tp_D_NNN_M_N_nat00086_arc00076_11283.jpg,Spliced,"Explanation: The image shows a clear and unnatural division between the foreground (green grass and a rock) and the background (a lake and snowy mountains). The lighting, color, and sharpness do not match between the two sections, indicating that two different images have been combined."
Tp_D_NNN_M_N_nat10116_cha00062_11376.jpg,Spliced,"The image appears to have a person's face edited onto the body of someone wearing a Roman soldier costume. The lighting and blending between the face and the body do not match perfectly, indicating manipulation."
Tp_D_NNN_M_N_nat10116_cha00063_11375.jpg,Spliced,"The lighting and edges around the woman in the red dress do not match the background, indicating that she was added to the scene from a different image. The shadows and blending are inconsistent, which is a common sign of image manipulation."
Tp_D_NNN_M_N_nat10156_ani00021_12020.jpg,Spliced,"The lighting, sharpness, and color tones of the animal do not match the background, indicating that the animal was added to the image of the landscape. The edges around the animal also appear unnaturally sharp compared to the rest of the scene."
Tp_D_NNN_M_N_pla10121_cha00027_11669.jpg,Spliced,"The lighting and shadows on the woman do not match the lighting in the forest background, and the edges around her appear unnaturally sharp, suggesting she was added to the forest scene."
Tp_D_NNN_M_N_pla10121_cha00028_11659.jpg,Spliced,"The lighting and sharpness of the woman do not match the background forest, suggesting that the image has been manipulated to place her into this scene."
Tp_D_NNN_M_N_sec00021_arc10118_10778.jpg,Spliced,"The ground in the foreground appears unnaturally edited and does not blend seamlessly with the rest of the garden, indicating manipulation. The texture and color of the soil do not match the surrounding lush garden, suggesting that the image has been altered."
Tp_D_NNN_M_N_sec00087_cha00062_11470.jpg,Spliced,"The lighting, sharpness, and blending of the person's head and body do not match the background, indicating that the image has been manipulated. The person appears to have been inserted into the scene, making this a spliced image."
Tp_D_NNN_M_N_sec00089_cha00062_11491.jpg,Spliced,"The lighting, sharpness, and edges around the person in costume do not match the background, indicating that the person has been digitally inserted into the scene."
Tp_D_NNN_M_O_sec00017_cha00085_10785.jpg,Spliced,"The path in the garden appears to have an unnatural, irregular edge and a solid, flat color that does not blend well with the surrounding grass and flowers. This suggests that the image has been manipulated and the path has been digitally altered or replaced."
Tp_D_NNN_S_B_ani00055_ani00089_11137.jpg,Spliced,"The image appears to have been manipulated. The duckling on the right side of the image looks out of place in terms of lighting, focus, and blending with the background compared to the salamander on the left. This suggests that the duckling was added to the image, making it spliced."
Tp_D_NNN_S_B_arc00059_nat00059_11829.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and textures are consistent throughout the scene. The architectural elements and sky appear natural and cohesive."
Tp_D_NNN_S_B_nat00013_cha00015_20050.jpg,Spliced,"The lighting, focus, and edges around the person do not match the background, indicating that the image has been manipulated to combine two different photos."
Tp_D_NNN_S_B_sec10001_arc00020_20006.jpg,Spliced,"Explanation: The statue in the foreground appears out of place and does not match the lighting, scale, or context of the rest of the image, which is of the Beijing National Stadium (Bird's Nest). This suggests that the statue was digitally added to the photo."
Tp_D_NNN_S_N_ani10113_ani10112_11625.jpg,Authentic,"The image shows three ants on a natural surface, and there are no visible signs of manipulation or splicing. The lighting, shadows, and proportions all appear consistent and natural."
Tp_D_NNN_S_N_ani10113_ani10114_11631.jpg,Authentic,"There are no visible signs of manipulation in this image. The lighting, shadows, and proportions of the ants and the insect all appear natural and consistent with the environment."
Tp_D_NNN_S_N_ani10114_ani10112_11627.jpg,Authentic,"There are no visible signs of manipulation in this image. The lighting, shadows, and focus are consistent throughout, and both the butterfly and the ant appear naturally placed on the textured ground."
Tp_D_NNN_S_N_ani10166_ani00070_12444.jpg,Spliced,"The image appears to be manipulated. The bald eagle in the foreground does not blend naturally with the rest of the scene; its lighting, sharpness, and edges are inconsistent with the surrounding environment, suggesting it was added to the image. The eagle's position and shadowing also do not match the lighting conditions of the rest of the photo."
Tp_D_NNN_S_N_ani10168_ani10196_12449.jpg,Authentic,"There are no obvious signs of manipulation in this image. The lighting, shadows, and focus appear consistent throughout, and both the rabbit and the bird seem naturally integrated into the environment."
Tp_D_NNN_S_N_ani10174_ani10173_12454.jpg,Authentic,"This image appears to show a bird (likely a gull) with its head submerged in the water, possibly catching food. The unusual appearance is due to the timing of the photograph, capturing the bird mid-action. There are no obvious signs of digital manipulation or splicing."
Tp_D_NNN_S_N_ani10176_ani10175_12460.jpg,Authentic,"There are no obvious signs of manipulation in this image. The lighting, shadows, and focus are consistent across both birds and the branch they are perched on. The birds appear naturally integrated into the scene."
Tp_D_NNN_S_N_ani10177_ani10179_12488.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and focus are consistent across both birds and the background. The birds appear naturally positioned on the branch, and there are no mismatched edges or unnatural overlaps."
Tp_D_NNN_S_N_ani10179_ani10175_12487.jpg,Authentic,"There are no obvious signs of manipulation in this image. The lighting, shadows, and focus on both birds are consistent with the environment, and their positions on the branch appear natural."
Tp_D_NNN_S_N_ani10181_ani10180_12427.jpg,Authentic,"The image shows a butterfly perched on a leaf, and there are no visible signs of manipulation or splicing. The lighting, shadows, and focus appear consistent and natural."
Tp_D_NNN_S_N_ani10191_ani10200_12436.jpg,Spliced,"Explanation: The bird in the upper left corner appears to be unnaturally placed and does not blend well with the rest of the image. The lighting, sharpness, and edges around this bird are inconsistent with the rest of the scene, indicating that it has been added from a different source."
Tp_D_NNN_S_N_ani10193_ani10195_12442.jpg,Authentic,"This image appears to be unedited. The bird and its chick are naturally positioned, and there are no visible signs of manipulation or splicing. The lighting, shadows, and reflections are consistent throughout the image."
Tp_D_NNN_S_N_ani10199_ani10200_12411.jpg,Spliced,"Explanation: The bird on the left appears to be edited into the image. Its lighting, color tone, and sharpness do not match the rest of the scene, especially when compared to the bird on the right. This inconsistency suggests that the image has been manipulated."
Tp_D_NNN_S_N_ani10200_ani10199_12409.jpg,Authentic,"This image appears to be unedited and shows two birds perched on a mossy surface with a natural background. There are no visible signs of manipulation or splicing. The lighting, shadows, and focus are consistent throughout the image."
Tp_D_NNN_S_N_ani10201_ani10200_12412.jpg,Spliced,"Explanation: The bird on the left appears to be unnaturally placed on the branch, with lighting, focus, and shadow inconsistencies compared to the bird on the right. This suggests that the image has been manipulated to add the second bird."
Tp_D_NNN_S_N_ani10218_ani10219_12386.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and focus are consistent throughout, and the birds appear naturally integrated into the scene."
Tp_D_NNN_S_N_arc00059_nat10122_11828.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and textures are consistent throughout the scene. The architectural elements and background appear natural and cohesive."
Tp_D_NNN_S_N_art10111_ani00100_11620.jpg,Spliced,"The lighting and shadows on the rooster do not match the rest of the scene, and the edges around the rooster appear unnatural, indicating it was added to the image."
Tp_D_NNN_S_N_cha10134_pla00049_12203.jpg,Spliced,"The image appears to be manipulated. The large red flower in the foreground does not match the lighting, focus, or natural integration with the rest of the field, which is filled with purple flowers. The flower looks unnaturally placed and stands out as if it was added digitally."
Tp_D_NNN_S_N_cha10176_cha10172_12285.jpg,Authentic
Tp_D_NNN_S_N_cha10195_cha10188_12321.jpg,Authentic,"This image appears to be unedited. It shows a group of people standing near a motorcycle on the side of a road, with a car that seems to have gone off the road into the grass. There are no visible signs of manipulation or splicing in the image. The lighting, shadows, and proportions all look natural and consistent."
Tp_D_NNN_S_N_nat00023_cha00030_11086.jpg,Spliced,"The lighthouse on top of the cliff appears out of place and does not blend naturally with the landscape, suggesting it was digitally added to the image. The lighting and shadows on the lighthouse do not match the rest of the scene, further indicating manipulation."
Tp_D_NNN_S_N_nat00035_cha00030_11085.jpg,Authentic,"This image appears to be an unedited photograph of a natural landscape with a river and trees. There are no visible signs of manipulation or splicing."
Tp_D_NNN_S_N_nat00052_cha00042_11083.jpg,Authentic,"There are no visible signs of manipulation in this image. The lighting, shadows, and proportions of the person and the icebergs all appear consistent and natural."
Tp_D_NNN_S_N_nat00063_cha00042_11113.jpg,Spliced,"The person in the yellow jacket appears to be unnaturally placed in the landscape. The lighting, shadows, and edges around the person do not match the rest of the scene, indicating that the image has been manipulated."
Tp_D_NNN_S_N_sec00021_cha00020_20014.jpg,Spliced,"The image appears to be manipulated. The lighting, shadows, and edges around the children and the hat do not match the rest of the scene, indicating that elements have been added or altered."
Tp_D_NRD_M_N_ani10004_ani10005_20101.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and focus are consistent with a natural photograph of two birds in flight."
Tp_D_NRD_M_N_arc00004_nat00062_11177.jpg,Authentic
Tp_D_NRD_S_B_arc00096_arc00045_11798.jpg,Spliced,"The clock on the building appears out of place and does not match the style or perspective of the rest of the structure, indicating that it has been digitally added to the image."
Tp_D_NRD_S_N_arc00020_sec00045_11701.jpg,Authentic
Tp_D_NRD_S_N_cha00015_cha00015_11154.jpg,Spliced,"The image shows two people, but the face of the person on the right appears to be unnaturally edited or replaced. The lighting, color, and blending of the face do not match the rest of the body, indicating that the image has been manipulated."
Tp_D_NRD_S_N_cha10002_cha10001_20094.jpg,Authentic,"This image appears to be unedited and shows two children standing near a group of cows by a riverbank. There are no visible signs of manipulation or splicing. The lighting, shadows, and proportions all look natural."
Tp_D_NRD_S_N_cha10107_cha10106_11119.jpg,Spliced,"The face on the person's body does not match the skin tone, lighting, or proportions of the rest of the body, indicating that it has been digitally manipulated and spliced onto the original image."
Tp_D_NRD_S_N_cha10107_ind10101_11187.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and proportions all appear natural and consistent throughout the photo."
Tp_D_NRD_S_N_cha10146_cha10144_12232.jpg,Authentic
Tp_D_NRN_M_B_ani00019_nat00013_11867.jpg,Authentic,"There are no obvious signs of manipulation or splicing in this image. The lighting, shadows, and focus appear consistent throughout the scene, and the iguanas and background elements blend naturally."
Tp_D_NRN_M_B_ani10114_ani00100_11637.jpg,Spliced,"The rooster appears to be unnaturally placed in the image, with visible edges and lighting that do not match the background. This suggests that the image has been manipulated."
Tp_D_NRN_M_B_arc00008_art00049_11770.jpg,Spliced,"Explanation: The lion statue on the left side of the image appears to be out of place in terms of lighting, shadow, and blending with the rest of the scene, suggesting it was added from a different image. The rest of the image appears consistent, but the lion stands out as an element that was likely spliced in."
Tp_D_NRN_M_B_arc00030_cha00028_20106.jpg,Spliced,"The lighting, sharpness, and scale of the woman do not match the background, indicating that the image has been manipulated to place her in this scene."
Tp_D_NRN_M_B_arc00054_arc00023_11921.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and overall composition appear natural and consistent. The scene depicts ancient ruins in a desert-like environment, and all elements fit together seamlessly."
Tp_D_NRN_M_B_arc00076_arc00069_11190.jpg,Authentic,"This image appears to be a genuine, unedited photograph of an outdoor area with traditional architecture and people walking around. There are no visible signs of manipulation or splicing."
Tp_D_NRN_M_B_arc00076_nat00086_11193.jpg,Spliced,"Explanation: The water in the foreground appears unnaturally added and does not blend seamlessly with the rest of the image, indicating manipulation. The color and texture of the water do not match the natural environment, suggesting the image has been spliced."
Tp_D_NRN_M_B_arc00091_nat00097_11202.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and elements in the scene appear consistent and natural. The image depicts a graveyard with a round tower in the background, which is a common sight in certain regions, such as Ireland."
Tp_D_NRN_M_B_arc00092_nat00097_11205.jpg,Authentic,"This image appears to be an unedited photograph of a stone ruin or castle on a rocky hill. There are no visible signs of manipulation or splicing. The lighting, shadows, and edges all look natural and consistent."
Tp_D_NRN_M_B_arc00094_nat00097_11203.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and textures are consistent throughout, and the elements appear naturally integrated."
Tp_D_NRN_M_B_cha00097_art00021_11420.jpg,Spliced,"The boat in the image appears to be floating above the water rather than on it, which is not natural. This indicates that the image has been manipulated and the boat was spliced into the scene."
Tp_D_NRN_M_B_cha10111_cha10113_11545.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and focus are consistent throughout, and the scene appears natural. The two people are positioned in a way that makes sense given the environment."
Tp_D_NRN_M_B_cha10142_nat00097_12239.jpg,Spliced,"The image appears to be manipulated, as the woman seems to be unnaturally separated from the background. The lighting and sharpness on the woman do not match the rest of the scene, and there is a visible outline around her, suggesting she was added to the beach background. The clouds also look unusually prominent and may have been enhanced or added."
Tp_D_NRN_M_B_cha10162_nat10142_12254.jpg,Spliced,"Explanation: The lighting and sharpness of the people and objects in the foreground do not match the sky in the background, which appears unusually vivid and possibly edited in. This suggests that the sky has been replaced or altered, indicating the image has been manipulated."
Tp_D_NRN_M_B_cha10170_nat10140_12293.jpg,Spliced,"Explanation: The lighting, color tones, and sharpness of the buildings on the water do not match the rest of the image, suggesting they were added from a different source. The blending around the structures also appears unnatural, indicating manipulation."
Tp_D_NRN_M_B_ind00053_cha00062_11379.jpg,Spliced,"The image shows a person dressed as a Roman soldier standing in an ornate hall. The lighting, shadows, and edges around the person do not match the background, indicating that the person was digitally added to the scene."
Tp_D_NRN_M_B_ind00053_cha00063_11390.jpg,Spliced,"The lighting and sharpness of the woman in the red dress do not match the background, indicating that she was added to the image. The edges around her also appear unnatural compared to the rest of the scene."
Tp_D_NRN_M_B_ind00053_cha00070_11480.jpg,Spliced,"The lighting and sharpness of the girl in the foreground do not match the background, indicating that she was added to the image. The edges around her also appear unnaturally defined compared to the rest of the scene."
Tp_D_NRN_M_B_nat00038_cha00072_11459.jpg,Spliced,"The image appears to be manipulated. The man and the birds on the raft do not blend naturally with the background; their lighting, sharpness, and shadows are inconsistent with the rest of the scene, indicating that elements from different images have been combined."
Tp_D_NRN_M_B_nat00041_arc00065_11444.jpg,Spliced,"Explanation: The image shows a natural river landscape, but there is an old-fashioned red airplane in the lower left corner that appears out of place and does not blend naturally with the rest of the scene. The lighting, scale, and positioning suggest that the airplane was digitally added to the photo, indicating manipulation."
Tp_D_NRN_M_B_nat00063_arc00065_11446.jpg,Spliced,"Explanation: The boat on the left side of the image appears to be unnaturally placed and does not blend well with the rest of the scene. The lighting, sharpness, and color tone of the boat do not match the natural landscape, indicating that it has been digitally inserted into the image."
Tp_D_NRN_M_B_nat00098_arc00065_11449.jpg,Spliced,"The image shows a landscape with water and islands, but there is a boat floating in the air, which is not natural. The boat appears to be digitally added and does not blend naturally with the rest of the scene, indicating manipulation."
Tp_D_NRN_M_B_nat10136_arc00054_11919.jpg,Spliced,"Explanation: The image shows a clear and unnatural boundary between the foreground (brown soil) and the background (green forest), with a visible line that suggests two different images have been combined. The lighting and focus also appear inconsistent between the two sections, further indicating manipulation."
Tp_D_NRN_M_B_pla00030_cha00029_20108.jpg,Spliced,"The lighting, shadows, and edges around the woman do not match the background of the flowers and leaves, indicating that the image has been manipulated to place her into this scene."
Tp_D_NRN_M_B_sec00085_cha00072_11458.jpg,Spliced,"The person and birds in the foreground appear to be cut out and placed onto the river background. The lighting, focus, and edges do not match the rest of the image, indicating manipulation."
Tp_D_NRN_M_B_txt00030_ani00030_20110.jpg,Authentic,"This image appears to show two lions resting in front of a rocky background. There are no visible signs of manipulation or splicing; the lighting, shadows, and focus are consistent throughout the image."
Tp_D_NRN_M_N_ani00019_nat10122_11866.jpg,Authentic,"This image appears to show two iguanas on rocks in a natural outdoor setting. There are no visible signs of manipulation or splicing; the lighting, shadows, and focus are consistent throughout the image."
Tp_D_NRN_M_N_ani00043_ani00044_11142.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and proportions of the two rhinos are consistent with a natural, unedited photograph."
Tp_D_NRN_M_N_ani00044_ani00043_11141.jpg,Authentic,"The image shows two rhinoceroses near a water body. There are no visible signs of manipulation, such as mismatched lighting, unnatural edges, or inconsistent shadows. The scene appears natural and cohesive."
Tp_D_NRN_M_N_ani00045_ani00043_11140.jpg,Spliced,"The lighting, shadows, and edges around the front rhinoceros do not match the rest of the image, indicating that it was added from a different source. The blending between the two animals and the background also appears unnatural."
Tp_D_NRN_M_N_ani00046_ani00096_11136.jpg,Spliced,"The brown cow in the foreground appears to be unnaturally placed in the image. The lighting, focus, and edges around the cow do not match the rest of the scene, indicating that it has likely been added or manipulated."
Tp_D_NRN_M_N_ani00057_ani00019_11861.jpg,Spliced,"The image shows two iguanas, but the one in the foreground appears to have an unnatural outline and lighting mismatch compared to the rest of the scene, indicating it has been digitally inserted or manipulated."
Tp_D_NRN_M_N_ani00095_ani00096_11135.jpg,Spliced,"Explanation: The cow in the background has an unusual face that does not match the rest of its body, indicating that the face has likely been edited or spliced onto the body of another cow. The lighting and color tones on the face and body also do not match perfectly."
Tp_D_NRN_M_N_ani10112_ani00100_11628.jpg,Spliced,"The image shows a rooster and an ant side by side, but the ant is disproportionately large compared to the rooster, which is not possible in reality. This indicates that the image has been manipulated."
Tp_D_NRN_M_N_ani10118_ani10123_11621.jpg,Authentic,"There are no obvious signs of manipulation in this image. The lighting, shadows, and focus are consistent across the cat and the chicks, suggesting that this is an authentic, unedited photograph."
Tp_D_NRN_M_N_ani10144_nat10131_12473.jpg,Spliced,"Explanation: The bird on the right appears to have a different head than its body, suggesting that the image has been manipulated. The head is turned at an unnatural angle and does not match the body, indicating splicing."
Tp_D_NRN_M_N_ani10144_nat10156_12472.jpg,Spliced,"Explanation: The bird on the right appears to have a different head than its body, suggesting that the image has been manipulated. The head does not match the body in terms of size, color, or orientation, indicating splicing."
Tp_D_NRN_M_N_ani10216_ani10215_12387.jpg,Spliced,"Explanation: The swan in the foreground appears to be edited into the image. Its lighting, color tone, and sharpness do not match the rest of the scene, especially compared to the two birds on the raft. The reflection of the swan in the water also looks inconsistent with the reflections of the other birds and the raft, indicating manipulation."
Tp_D_NRN_M_N_ani10219_ani10215_12384.jpg,Spliced,"Explanation: The image shows three white birds standing on a log and a swan swimming in the water. However, the reflection of the swan in the water does not match the actual swan above it; instead, it appears to be the reflection of one of the standing birds. This inconsistency suggests that the image has been manipulated."
Tp_D_NRN_M_N_arc00004_nat00062_11176.jpg,Authentic,"This image appears to be an unedited photograph of the Colosseum in Rome. There are no visible signs of manipulation or splicing. The structure and lighting are consistent throughout the image."
Tp_D_NRN_M_N_arc00008_nat00095_11771.jpg,Authentic
Tp_D_NRN_M_N_arc00054_nat00013_11932.jpg,Spliced,"The image appears to have an unnatural contrast between the sky and the ruins. The sky looks overly dramatic and does not blend naturally with the landscape, suggesting that it has been edited or replaced. This is a common sign of image manipulation."
Tp_D_NRN_M_N_arc00054_nat00095_11933.jpg,Authentic,"This image appears to be an unedited photograph of ancient ruins in a desert landscape. There are no visible signs of manipulation or splicing. The lighting, shadows, and textures are consistent throughout the image."
Tp_D_NRN_M_N_arc00054_nat10124_11931.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and textures appear consistent throughout the scene. The image depicts a natural landscape with ruins and a cloudy sky, and nothing seems out of place or artificially inserted."
Tp_D_NRN_M_N_arc00065_nat10123_11452.jpg,Authentic,"There are no obvious signs of manipulation in this image. The lighting, shadows, and reflections on the water all appear consistent and natural. The elements in the image fit together seamlessly, suggesting it is an authentic, unedited photograph."
Tp_D_NRN_M_N_arc00096_nat00013_11800.jpg,Authentic,"There are no obvious signs of manipulation or splicing in this image. The lighting, shadows, and edges appear consistent throughout the scene. The dramatic sky may look unusual, but it does not show clear evidence of being spliced."
Tp_D_NRN_M_N_arc10118_arc10117_10761.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The elements such as the building, fence, grass, and signs all appear naturally integrated with consistent lighting and shadows."
Tp_D_NRN_M_N_arc10120_nat00060_12143.jpg,Spliced,"The image shows clear signs of manipulation, particularly around the edges of the mountain and the sky. The transition between the mountain and the sky appears unnatural, with visible outlines and mismatched lighting, suggesting that the sky has been edited or replaced. This indicates that the image has been spliced."
Tp_D_NRN_M_N_arc10120_nat10132_12142.jpg,Authentic,"There are no obvious signs of manipulation in this image. The lighting, shadows, and edges all appear consistent and natural. The elements in the image (mountain, trees, building) blend together seamlessly, suggesting it is an unedited photograph."
Tp_D_NRN_M_N_art00025_cha00027_11682.jpg,Spliced,"The lighting, shadows, and proportions of the woman compared to the rest of the scene appear inconsistent, suggesting that the image has been manipulated to insert the woman onto the dock."
Tp_D_NRN_M_N_art00025_cha00028_11683.jpg,Spliced,"The image appears manipulated because the woman standing on the dock does not match the lighting, shadows, or scale of the rest of the scene, indicating she was added to the photo."
Tp_D_NRN_M_N_art00025_cha00029_11680.jpg,Spliced,"The lighting, edges, and proportions of the person on the dock do not match the rest of the scene, indicating that the image has been manipulated to insert the person into the photo."
Tp_D_NRN_M_N_art00099_cha00026_11761.jpg,Spliced,"The lighting, shadows, and edges around the woman do not match the rest of the image, indicating that she was added to the photo of the old vehicle and background. This suggests the image has been manipulated."
Tp_D_NRN_M_N_art00099_cha00028_11762.jpg,Spliced,"The lighting, focus, and edges around the woman do not match the background, indicating that she was added to the image separately. This suggests the image has been manipulated."
Tp_D_NRN_M_N_art00099_cha00062_11724.jpg,Spliced,"The image appears to be manipulated. The person dressed in what looks like a Roman soldier costume does not match the lighting, shadows, or context of the old steam engine and background, indicating that the person was likely added to the image."
Tp_D_NRN_M_N_art00099_cha00070_11718.jpg,Spliced,"The lighting, focus, and edges around the person do not match the background, indicating that the person was added to the image of the steamroller and stone wall."
Tp_D_NRN_M_N_art10105_cha00062_11601.jpg,Spliced,"The lighting, shadows, and edges around the person in Roman attire do not match the natural outdoor background, indicating that the person was digitally inserted into the scene."
Tp_D_NRN_M_N_art10105_cha10110_11594.jpg,Spliced,"The lighting, shadows, and edges around the person do not match the background, indicating that the person was added to the scene using photo editing software. The person appears unnaturally placed and does not blend seamlessly with the environment."
Tp_D_NRN_M_N_art10107_cha00027_11667.jpg,Spliced,"The woman in the center of the circular garden appears to be unnaturally placed, with lighting and shadows that do not match the rest of the scene. This suggests that the image has been manipulated."
Tp_D_NRN_M_N_art10107_cha00040_11664.jpg,Spliced,"Explanation: The person on the left side of the image appears to be unnaturally placed in the scene. The lighting, shadows, and edges around the person do not match the rest of the environment, indicating that the image has likely been manipulated."
Tp_D_NRN_M_N_art10107_cha00067_11583.jpg,Spliced,"The lighting and shadows on the person do not match the background, and the edges around the person appear unnatural, indicating that the person was added to the image."
Tp_D_NRN_M_N_art10107_cha00070_11581.jpg,Spliced,"The lighting and sharpness of the person in the foreground do not match the background, indicating that the image has likely been manipulated to place the person into this scene."
Tp_D_NRN_M_N_art10108_cha00062_11576.jpg,Spliced,"Explanation: The lighting and sharpness of the person in costume do not match the rest of the scene, suggesting that the person was added to the image. The edges around the person also appear unnaturally defined compared to the background."
Tp_D_NRN_M_N_art10108_cha00070_11578.jpg,Spliced,"The lighting and sharpness of the person in the foreground do not match the background, indicating that the image has likely been manipulated to place the person into this scene."
Tp_D_NRN_M_N_art10108_cha10110_11575.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and proportions all appear consistent and natural."
Tp_D_NRN_M_N_art10110_cha00062_11645.jpg,Spliced,"Explanation: The person in Roman soldier attire appears out of place and does not match the lighting, shadows, or context of the background, which is a modern monument with Chinese writing and Communist Party symbols. This suggests the image has been manipulated."
Tp_D_NRN_M_N_art10110_cha00063_11646.jpg,Spliced,"The lighting and shadows on the woman in the red dress do not match the lighting and shadows of the background monument and surroundings, indicating that the image has likely been manipulated to place her in this scene."
Tp_D_NRN_M_N_art10110_cha00070_11567.jpg,Spliced,"The lighting and shadows on the person in the foreground do not match the lighting and shadows of the background scene, suggesting that the person was added to the image separately. The edges around the person also appear unnaturally sharp compared to the rest of the image."
Tp_D_NRN_M_N_art10110_cha10110_11566.jpg,Spliced,"The person in the foreground appears to be unnaturally sharp and well-lit compared to the background, and there is a visible outline around the figure, suggesting that the person was added to the image separately. The lighting and shadows do not match perfectly between the person and the monument, further indicating manipulation."
Tp_D_NRN_M_N_art10113_cha10110_11561.jpg,Spliced,"The man in the foreground appears to be unnaturally sharp and brightly lit compared to the rest of the image, and his edges are not well blended with the background. This suggests that he was added to the image separately, indicating manipulation."
Tp_D_NRN_M_N_art10115_cha00063_11528.jpg,Spliced,"The lighting and shadows on the woman in the red dress do not match the lighting and shadows in the cave background, indicating that the image has been manipulated and the woman was added to the scene."
Tp_D_NRN_M_N_art10115_cha00067_11527.jpg,Spliced,"The lighting and shadows on the person do not match the lighting in the cave background, and the edges around the person appear unnaturally sharp, indicating that the person was added to the background."
Tp_D_NRN_M_N_art10115_cha10110_11536.jpg,Spliced,"The man in the image appears to be unnaturally placed in front of the cave. The lighting, shadows, and edges around the person do not match the background, indicating that the image has been manipulated."
Tp_D_NRN_M_N_cha00001_cha00031_11384.jpg,Spliced,"The image shows a group of women working in a field, but one woman in the foreground (wearing black and with a different posture and lighting) appears out of place compared to the others. The lighting, focus, and overall integration of this person do not match the rest of the scene, indicating that she was digitally inserted into the image."
Tp_D_NRN_M_N_cha00001_cha00062_11377.jpg,Spliced,"The image shows a group of people working in a field, but there is a person in Roman soldier attire who appears out of place and does not match the context or lighting of the rest of the scene. This suggests that the image has been manipulated and the Roman soldier figure was added in."
Tp_D_NRN_M_N_cha00001_cha00070_11466.jpg,Spliced,"Explanation: The woman in the foreground appears to be unnaturally placed in the scene. The lighting, focus, and sharpness on her do not match the rest of the image, indicating that she was added to the photo of people working in the field."
Tp_D_NRN_M_N_cha00016_cha00014_11155.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and focus appear consistent throughout, and the subjects blend naturally with the background."
Tp_D_NRN_M_N_cha00027_cha00028_11785.jpg,Spliced,"The image appears manipulated because the woman on the left does not blend naturally with the background or the other person. The lighting, shadows, and proportions seem inconsistent, suggesting she was added to the image."
Tp_D_NRN_M_N_cha00028_cha00026_11788.jpg,Spliced,"Explanation: The lighting, shadows, and positioning of the two women do not match naturally, suggesting that the image has been manipulated to combine two separate photos. The woman on the right appears to be unnaturally placed next to the woman on the left, further indicating splicing."
